id,corridor,event_cause,priority,target,hour,day_of_week,month,is_weekend,corridor_encoded,event_cause_encoded,requires_road_closure,events_in_corridor_last_2hrs,latitude,longitude,created_date,closed_datetime
FKID007315,Non-corridor,vehicle_breakdown,Low,0,3,4,12,0,11,14,0,1,12.9877802,77.7350381,2023-12-29 03:54:23.976396+00,
FKID005574,Non-corridor,vehicle_breakdown,Low,0,4,4,12,0,11,14,0,2,12.9718269,77.7117219,2023-12-29 04:41:07.848133+00,2023-12-29 05:15:18.041734+00
FKID007320,Non-corridor,vehicle_breakdown,Low,0,5,4,12,0,11,14,0,3,12.943615,77.5722,2023-12-29 05:17:58.487123+00,
FKID005577,Non-corridor,construction,Low,0,5,4,12,0,11,4,0,4,12.9118491,77.5522622,2023-12-29 05:25:24.543468+00,
FKID005578,Non-corridor,congestion,Low,0,6,4,12,0,11,3,0,3,12.9417271,77.746705,2023-12-29 06:02:53.273532+00,
FKID007323,Non-corridor,road_conditions,Low,0,6,4,12,0,11,11,0,4,12.9168591,77.5719863,2023-12-29 06:05:55.804621+00,
FKID007324,Non-corridor,road_conditions,Low,0,6,4,12,0,11,11,0,5,12.9067017,77.5448433,2023-12-29 06:36:33.248882+00,2023-12-29 20:31:58.066026+00
FKID007325,Non-corridor,vehicle_breakdown,Low,0,6,4,12,0,11,14,0,5,13.0083456,77.6959659,2023-12-29 06:44:47.712722+00,
FKID007327,Non-corridor,vehicle_breakdown,Low,0,8,4,12,0,11,14,0,0,12.9677557,77.5681385,2023-12-29 08:55:22.017895+00,
FKID005583,Non-corridor,vehicle_breakdown,Low,0,11,4,12,0,11,14,0,0,12.975385,77.7508267,2023-12-29 11:48:19.853089+00,
FKID007328,Non-corridor,others,Low,0,12,4,12,0,11,6,1,1,12.987147,77.5723629,2023-12-29 12:30:27.47637+00,
FKID007331,Non-corridor,vehicle_breakdown,Low,0,19,4,12,0,11,14,0,0,12.9663838,77.6246368,2023-12-29 19:59:18.258055+00,2023-12-29 20:35:03.078841+00
FKID005585,Non-corridor,Debris,Low,0,20,4,12,0,11,0,0,1,12.9496773,77.5596009,2023-12-29 20:28:50.897389+00,2024-04-09 21:27:30.529889+00
FKID004199,Non-corridor,vehicle_breakdown,Low,0,20,4,12,0,11,14,0,2,13.0357139,77.7365339,2023-12-29 20:52:10.611535+00,
FKID007333,Non-corridor,vehicle_breakdown,Low,0,21,4,12,0,11,14,1,3,13.0157237,77.5722666,2023-12-29 21:48:30.216552+00,
FKID007334,Non-corridor,vehicle_breakdown,Low,0,22,4,12,0,11,14,0,3,12.9635997,77.5893711,2023-12-29 22:08:26.258337+00,2023-12-29 22:21:15.718599+00
FKID005192,Non-corridor,vehicle_breakdown,Low,0,22,4,12,0,11,14,0,3,13.0243445,77.7167056,2023-12-29 22:30:45.382148+00,
FKID005590,Non-corridor,vehicle_breakdown,Low,0,22,4,12,0,11,14,0,4,12.9453288,77.4954247,2023-12-29 22:36:42.408116+00,
FKID005591,Non-corridor,construction,Low,0,23,4,12,0,11,4,1,4,12.9903614,77.6625076,2023-12-29 23:18:13.965875+00,
FKID007338,Non-corridor,vehicle_breakdown,Low,0,23,4,12,0,11,14,0,5,12.985489,77.753092,2023-12-29 23:39:06.944113+00,
FKID005594,Non-corridor,construction,Low,0,23,4,12,0,11,4,0,5,13.0062588,77.7572028,2023-12-29 23:50:34.865427+00,2024-01-14 03:36:28.086491+00
FKID007339,Non-corridor,others,Low,0,0,5,12,1,11,6,0,6,12.9759137,77.5867315,2023-12-30 00:03:48.263863+00,2023-12-30 00:47:17.315874+00
FKID004200,Non-corridor,vehicle_breakdown,Low,0,0,5,12,1,11,14,0,6,13.1983767,77.6974685,2023-12-30 00:22:16.781052+00,
FKID007341,Non-corridor,others,Low,0,0,5,12,1,11,6,0,5,12.97788,77.5755198,2023-12-30 00:37:30.194325+00,
FKID007343,Non-corridor,vehicle_breakdown,Low,0,1,5,12,1,11,14,0,4,13.0089306,77.5912608,2023-12-30 01:47:09.726651+00,
FKID005593,Non-corridor,water_logging,Low,0,1,5,12,1,11,16,0,4,12.9816371,77.5175018,2023-12-30 01:55:13.660826+00,2024-02-20 03:40:24.73432+00
FKID005600,Non-corridor,water_logging,Low,0,2,5,12,1,11,16,0,4,12.9800444,77.516964,2023-12-30 02:16:28.547561+00,2024-01-20 21:09:18.713557+00
FKID005601,Non-corridor,vehicle_breakdown,Low,0,2,5,12,1,11,14,0,4,13.0494638,77.4954701,2023-12-30 02:25:03.057008+00,
FKID005193,Non-corridor,others,Low,0,3,5,12,1,11,6,0,3,13.0002617,77.757775,2023-12-30 03:47:49.102598+00,2023-12-30 05:26:16.310436+00
FKID007349,Non-corridor,road_conditions,Low,0,5,5,12,1,11,11,0,1,12.9068317,77.5458783,2023-12-30 05:43:18.948228+00,
FKID007351,Non-corridor,tree_fall,Low,0,5,5,12,1,11,13,1,2,12.9267084,77.577034,2023-12-30 05:49:28.661225+00,2023-12-30 06:39:58.138158+00
FKID005605,Non-corridor,road_conditions,Low,0,6,5,12,1,11,11,0,2,12.90995719,77.54986821,2023-12-30 06:12:09.649107+00,2024-01-03 21:08:01.516605+00
FKID007355,Non-corridor,vehicle_breakdown,Low,0,6,5,12,1,11,14,0,3,12.979793,77.56429959,2023-12-30 06:33:12.058758+00,
FKID004201,Non-corridor,vehicle_breakdown,Low,0,6,5,12,1,11,14,0,4,13.0669972,77.4517019,2023-12-30 06:36:55.169523+00,
FKID004202,Non-corridor,vehicle_breakdown,Low,0,7,5,12,1,11,14,0,5,13.0750328,77.4358991,2023-12-30 07:13:06.667661+00,
FKID004203,Non-corridor,vehicle_breakdown,Low,0,7,5,12,1,11,14,0,6,13.0751533,77.4363333,2023-12-30 07:16:27.840503+00,
FKID000129,Non-corridor,others,Low,0,9,5,12,1,11,6,0,0,12.9516567,77.500185,2023-12-30 09:31:40.760351+00,2024-04-13 02:16:57.822579+00
FKID004206,Non-corridor,vehicle_breakdown,Low,0,20,5,12,1,11,14,0,0,13.0397033,77.7415583,2023-12-30 20:02:38.629673+00,
FKID004207,Non-corridor,vehicle_breakdown,Low,0,20,5,12,1,11,14,0,1,13.0629026,77.4583968,2023-12-30 20:13:09.521312+00,
FKID005194,Non-corridor,pot_holes,Low,0,20,5,12,1,11,7,0,2,13.0601759,77.5766482,2023-12-30 20:44:13.169459+00,2024-02-23 20:35:39.921992+00
FKID005610,Non-corridor,vehicle_breakdown,Low,0,21,5,12,1,11,14,0,3,12.9604478,77.5138765,2023-12-30 21:22:33.641067+00,2023-12-30 23:21:10.924913+00
FKID005745,Non-corridor,pot_holes,Low,0,22,5,12,1,11,7,0,3,12.9216972,77.5862024,2023-12-30 22:04:54.277121+00,2024-01-18 04:26:06.855788+00
FKID005611,Non-corridor,construction,Low,0,22,5,12,1,11,4,1,3,12.9903737,77.6624671,2023-12-30 22:13:20.433746+00,
FKID007363,Non-corridor,vehicle_breakdown,Low,0,22,5,12,1,11,14,0,4,13.0065611,77.5789749,2023-12-30 22:26:59.284475+00,2023-12-30 23:03:39.140788+00
FKID007365,Non-corridor,vehicle_breakdown,Low,0,23,5,12,1,11,14,0,3,12.9593713,77.5039086,2023-12-30 23:30:33.598528+00,
FKID005613,Non-corridor,pot_holes,Low,0,23,5,12,1,11,7,0,4,12.9800836,77.6655405,2023-12-30 23:31:11.390963+00,
FKID000242,Non-corridor,pot_holes,Low,0,23,5,12,1,11,7,0,5,12.9800987,77.6655755,2023-12-30 23:31:45.939777+00,
FKID007366,Non-corridor,accident,Low,0,0,6,12,1,11,2,0,3,12.93859975,77.57933491,2023-12-31 00:35:07.975484+00,2023-12-31 00:46:32.540518+00
FKID001288,Non-corridor,water_logging,Low,0,1,6,12,1,11,16,0,4,13.0599577,77.5067828,2023-12-31 01:28:57.298147+00,2024-02-15 19:50:14.269438+00
FKID007375,Non-corridor,vehicle_breakdown,Low,0,3,6,12,1,11,14,0,0,12.9720302,77.5829963,2023-12-31 03:54:10.878382+00,
FKID005617,Non-corridor,accident,Low,0,4,6,12,1,11,2,0,1,12.9942609,77.7571504,2023-12-31 05:36:04.722114+00,
FKID004208,Non-corridor,vehicle_breakdown,Low,0,4,6,12,1,11,14,0,2,13.0674398,77.4497151,2023-12-31 04:44:58.987438+00,
FKID007381,Non-corridor,vehicle_breakdown,Low,0,6,6,12,1,11,14,1,1,13.0146543,77.5716915,2023-12-31 06:17:23.264815+00,
FKID005618,Non-corridor,accident,Low,0,6,6,12,1,11,2,0,1,12.9954004,77.6960808,2023-12-31 07:07:22.158699+00,
FKID005620,Non-corridor,others,Low,0,11,6,12,1,11,6,0,0,12.8852017,77.7516796,2023-12-31 11:10:01.270142+00,
FKID005621,Non-corridor,others,Low,0,20,6,12,1,11,6,0,0,13.0137537,77.6998235,2023-12-31 20:28:23.440318+00,2023-12-31 22:46:55.423045+00
FKID005622,Non-corridor,congestion,Low,0,23,6,12,1,11,3,0,0,12.9379851,77.7465519,2023-12-31 23:07:38.107431+00,
FKID005195,Non-corridor,road_conditions,Low,0,1,0,1,0,11,11,0,0,13.0705131,77.6205588,2024-01-01 01:31:32.78094+00,2024-01-06 00:01:52.847282+00
FKID005196,Non-corridor,others,Low,0,1,0,1,0,11,6,1,1,13.0567,77.4727486,2024-01-01 01:55:15.541172+00,
FKID005623,Non-corridor,vehicle_breakdown,Low,0,6,0,1,0,11,14,0,0,13.0361119,77.5348724,2024-01-01 06:25:43.953555+00,2024-01-01 07:39:59.889458+00
FKID007402,Non-corridor,vehicle_breakdown,Low,0,19,0,1,0,11,14,0,0,13.0568566,77.5469399,2024-01-01 20:00:00.801272+00,2024-01-01 20:03:51.904591+00
FKID004209,Non-corridor,vehicle_breakdown,Low,0,20,0,1,0,11,14,0,1,13.0634941,77.4561606,2024-01-01 20:44:40.330479+00,
FKID005627,Non-corridor,others,Low,0,21,0,1,0,11,6,0,2,12.8528116,77.5884776,2024-01-01 21:05:29.055484+00,
FKID004211,Non-corridor,vehicle_breakdown,Low,0,21,0,1,0,11,14,0,3,13.0707619,77.4448725,2024-01-01 21:12:59.21435+00,
FKID005628,Non-corridor,vehicle_breakdown,Low,0,21,0,1,0,11,14,0,4,12.90164,77.5817917,2024-01-01 21:13:56.92142+00,
FKID007403,Non-corridor,others,Low,0,21,0,1,0,11,6,0,5,12.9217342,77.580465,2024-01-01 21:30:56.726678+00,2024-01-02 01:32:32.731904+00
FKID004212,Non-corridor,vehicle_breakdown,Low,0,21,0,1,0,11,14,0,6,13.2307959,77.6912179,2024-01-01 21:31:52.386392+00,
FKID007404,Non-corridor,vehicle_breakdown,Low,0,21,0,1,0,11,14,0,7,12.9120234,77.5858065,2024-01-01 21:31:56.120122+00,
FKID007405,Non-corridor,vehicle_breakdown,Low,0,21,0,1,0,11,14,1,8,12.9120367,77.5858317,2024-01-01 21:35:17.872135+00,
FKID005629,Non-corridor,others,Low,0,21,0,1,0,11,6,0,9,13.0282611,77.5618574,2024-01-01 21:35:47.692392+00,2024-01-03 05:53:25.689135+00
FKID005630,Non-corridor,water_logging,Low,0,21,0,1,0,11,16,0,10,12.9851742,77.708362,2024-01-01 21:41:31.900095+00,
FKID007406,Non-corridor,vehicle_breakdown,Low,0,21,0,1,0,11,14,0,11,12.91192,77.5857333,2024-01-01 21:44:19.829241+00,
FKID007408,Non-corridor,procession,Low,0,23,0,1,0,11,8,0,0,13.0018733,77.570975,2024-01-01 23:50:06.475807+00,
FKID007410,Non-corridor,accident,Low,0,0,1,1,0,11,2,0,1,12.9202022,77.6516834,2024-01-02 00:49:45.899965+00,
FKID007413,Non-corridor,vehicle_breakdown,Low,0,2,1,1,0,11,14,0,0,12.9826741,77.5679644,2024-01-02 02:35:13.621833+00,2024-01-02 03:43:03.217849+00
FKID005635,Non-corridor,accident,Low,0,4,1,1,0,11,2,0,0,12.862993,77.5149382,2024-01-02 04:38:53.853353+00,2024-01-02 04:59:40.629785+00
FKID007418,Non-corridor,vehicle_breakdown,Low,0,6,1,1,0,11,14,0,1,12.9725137,77.5817252,2024-01-02 06:14:33.230349+00,2024-01-02 06:56:08.140888+00
FKID004150,Non-corridor,vehicle_breakdown,Low,0,7,1,1,0,11,14,0,1,12.8394,77.65426,2024-01-02 07:07:08.582619+00,2024-01-02 08:31:53.063297+00
FKID007421,Non-corridor,vehicle_breakdown,Low,0,7,1,1,0,11,14,1,2,12.9851151,77.5747389,2024-01-02 07:36:42.640197+00,
FKID004154,Non-corridor,construction,Low,0,8,1,1,0,11,4,0,3,13.1850133,77.6984583,2024-01-02 08:04:50.477436+00,2024-01-03 02:03:25.922009+00
FKID004173,Non-corridor,vehicle_breakdown,Low,0,18,1,1,0,11,14,0,0,13.0207553,77.7104892,2024-01-02 18:16:14.062359+00,
FKID007425,Non-corridor,construction,Low,0,19,1,1,0,11,4,0,1,13.0351175,77.5677308,2024-01-02 19:47:00.1354+00,
FKID004167,Non-corridor,tree_fall,Low,0,20,1,1,0,11,13,0,1,12.8969352,77.6584737,2024-01-02 20:24:43.610555+00,
FKID004186,Non-corridor,road_conditions,Low,0,22,1,1,0,11,11,1,1,12.9931351,77.7216115,2024-01-02 22:09:08.078455+00,
FKID007432,Non-corridor,vehicle_breakdown,Low,0,23,1,1,0,11,14,0,1,12.9933885,77.574254,2024-01-02 23:28:31.731584+00,2024-01-02 23:58:12.148424+00
FKID007433,Non-corridor,vehicle_breakdown,Low,0,23,1,1,0,11,14,0,2,13.0066075,77.5930196,2024-01-02 23:44:40.320871+00,
FKID005638,Non-corridor,vehicle_breakdown,Low,0,0,2,1,0,11,14,0,2,12.9424283,77.747245,2024-01-03 00:18:16.377471+00,2024-01-03 00:58:48.622689+00
FKID004205,Non-corridor,others,Low,0,3,2,1,0,11,6,0,0,13.0528197,77.6459627,2024-01-03 04:00:53.044487+00,2024-01-30 04:19:19.036553+00
FKID007436,Non-corridor,vehicle_breakdown,Low,0,4,2,1,0,11,14,1,1,12.99892,77.5410733,2024-01-03 04:12:41.763339+00,
FKID004210,Non-corridor,vehicle_breakdown,Low,0,4,2,1,0,11,14,0,2,12.9692815,77.7357346,2024-01-03 04:24:52.03964+00,2024-01-03 05:12:58.185827+00
FKID007439,Non-corridor,vehicle_breakdown,Low,0,5,2,1,0,11,14,0,3,12.9539526,77.500882,2024-01-03 05:19:50.453519+00,2024-01-03 06:11:40.026109+00
FKID001693,Non-corridor,others,Low,0,5,2,1,0,11,6,0,4,12.9878558,77.5597174,2024-01-03 05:38:29.289598+00,2024-04-20 06:16:08.118135+00
FKID007445,Non-corridor,vehicle_breakdown,Low,0,6,2,1,0,11,14,0,4,12.9840518,77.5747623,2024-01-03 06:13:00.273968+00,2024-01-03 06:47:01.923747+00
FKID007446,Non-corridor,vehicle_breakdown,Low,0,6,2,1,0,11,14,0,4,12.93285285,77.51630304,2024-01-03 06:17:03.998354+00,2024-01-03 07:23:22.175291+00
FKID007447,Non-corridor,vehicle_breakdown,Low,0,6,2,1,0,11,14,0,5,12.9894791,77.5733221,2024-01-03 06:19:03.041742+00,
FKID005642,Non-corridor,vehicle_breakdown,Low,0,6,2,1,0,11,14,0,5,13.0236503,77.7163139,2024-01-03 06:44:07.109973+00,2024-01-03 07:08:04.783253+00
FKID004232,Non-corridor,tree_fall,Low,0,8,2,1,0,11,13,0,0,13.0142186,77.5305288,2024-01-03 08:53:52.229137+00,2024-01-14 05:53:39.27844+00
FKID004237,Non-corridor,accident,Low,0,11,2,1,0,11,2,0,0,12.860422,77.6609334,2024-01-03 11:49:48.568853+00,
FKID007461,Non-corridor,vehicle_breakdown,Low,0,20,2,1,0,11,14,0,0,12.84074,77.6771133,2024-01-03 20:46:54.173+00,
FKID005645,Non-corridor,vehicle_breakdown,Low,0,20,2,1,0,11,14,0,1,12.9603849,77.514233,2024-01-03 20:58:20.947267+00,2024-01-03 21:48:50.851748+00
FKID007462,Non-corridor,road_conditions,Low,0,21,2,1,0,11,11,0,2,12.90708248,77.54605802,2024-01-03 21:08:49.673286+00,2024-01-04 09:25:57.411938+00
FKID004241,Non-corridor,vehicle_breakdown,Low,0,21,2,1,0,11,14,0,3,12.8405554,77.6518242,2024-01-03 21:12:05.63887+00,2024-01-03 22:54:51.063232+00
FKID007467,Non-corridor,accident,Low,0,21,2,1,0,11,2,0,4,13.0555376,77.5969484,2024-01-03 22:53:08.899398+00,
FKID007466,Non-corridor,pot_holes,Low,0,22,2,1,0,11,7,0,5,12.9942411,77.6156991,2024-01-03 22:39:46.794804+00,
FKID004242,Non-corridor,construction,Low,0,22,2,1,0,11,4,0,5,13.1871368,77.680719,2024-01-03 22:47:36.283405+00,
FKID004243,Non-corridor,vehicle_breakdown,Low,0,22,2,1,0,11,14,0,6,12.974094,77.508972,2024-01-03 22:54:00.20364+00,2024-01-03 23:04:58.017276+00
FKID004247,Non-corridor,construction,Low,0,0,3,1,0,11,4,0,3,13.056993,77.4742172,2024-01-04 00:36:46.995266+00,
FKID007471,Non-corridor,vehicle_breakdown,Low,0,1,3,1,0,11,14,0,1,12.9807355,77.57596,2024-01-04 01:06:15.878813+00,
FKID004251,Non-corridor,vehicle_breakdown,Low,0,1,3,1,0,11,14,1,2,12.9333094,77.4914091,2024-01-04 01:40:30.896418+00,
FKID004252,Non-corridor,vehicle_breakdown,Low,0,2,3,1,0,11,14,0,3,13.056995,77.4770157,2024-01-04 02:16:32.615796+00,
FKID007475,Non-corridor,vehicle_breakdown,Low,0,5,3,1,0,11,14,0,0,12.9586094,77.5932265,2024-01-04 05:24:10.777435+00,2024-01-04 05:48:12.689585+00
FKID007476,Non-corridor,vehicle_breakdown,Low,0,5,3,1,0,11,14,0,1,12.9885033,77.7332003,2024-01-04 05:29:58.868509+00,
FKID005651,Non-corridor,vehicle_breakdown,Low,0,5,3,1,0,11,14,0,2,12.9382361,77.7467911,2024-01-04 05:34:35.769751+00,
FKID004253,Non-corridor,pot_holes,Low,0,5,3,1,0,11,7,0,3,12.8497833,77.5883033,2024-01-04 06:06:22.373244+00,
FKID007477,Non-corridor,vehicle_breakdown,Low,0,5,3,1,0,11,14,0,4,12.9802583,77.5726617,2024-01-04 05:58:41.270966+00,2024-01-04 08:27:57.978592+00
FKID000547,Non-corridor,others,Low,0,6,3,1,0,11,6,0,5,12.9816739,77.5869219,2024-01-04 06:25:43.023839+00,2024-02-06 01:42:52.378206+00
FKID004256,Non-corridor,vehicle_breakdown,Low,0,18,3,1,0,11,14,0,0,13.0266391,77.7214589,2024-01-04 18:21:00.766864+00,2024-01-04 19:16:56.860548+00
FKID007485,Non-corridor,others,Low,0,20,3,1,0,11,6,0,1,12.9754498,77.5756935,2024-01-04 20:17:41.733502+00,2024-01-04 21:02:29.948734+00
FKID004261,Non-corridor,vehicle_breakdown,Low,0,20,3,1,0,11,14,0,1,12.9233342,77.6099015,2024-01-04 21:00:58.157779+00,2024-01-04 22:05:20.870314+00
FKID007486,Non-corridor,vehicle_breakdown,Low,0,21,3,1,0,11,14,0,2,13.0080264,77.6922531,2024-01-04 21:04:54.7511+00,
FKID007487,Non-corridor,public_event,Low,0,21,3,1,0,11,10,1,3,12.9688074,77.5679985,2024-01-04 21:10:19.92246+00,
FKID007448,Non-corridor,vehicle_breakdown,Low,0,21,3,1,0,11,14,0,4,12.9344827,77.6296614,2024-01-04 21:34:08.229004+00,2024-01-04 22:05:05.675839+00
FKID004265,Non-corridor,vehicle_breakdown,Low,0,21,3,1,0,11,14,0,5,12.8951843,77.5551185,2024-01-04 21:55:48.91753+00,2024-01-04 23:00:30.828042+00
FKID007489,Non-corridor,others,Low,0,22,3,1,0,11,6,0,6,12.9961133,77.596,2024-01-04 22:10:45.268774+00,2024-01-04 22:58:29.108294+00
FKID004279,Non-corridor,vehicle_breakdown,Low,0,22,3,1,0,11,14,0,6,13.0559543,77.4754176,2024-01-04 22:24:27.780593+00,
FKID007495,Non-corridor,vehicle_breakdown,Low,0,23,3,1,0,11,14,0,4,12.9591875,77.5037389,2024-01-04 23:09:11.928975+00,
FKID007497,Non-corridor,vehicle_breakdown,Low,0,23,3,1,0,11,14,0,4,12.9173007,77.5858636,2024-01-04 23:38:16.192791+00,
FKID007501,Non-corridor,vehicle_breakdown,Low,0,0,4,1,0,11,14,0,2,13.0965699,77.593264,2024-01-05 00:33:17.852189+00,
FKID004280,Non-corridor,vehicle_breakdown,Low,0,0,4,1,0,11,14,0,3,13.0005187,77.7120899,2024-01-05 00:53:10.701277+00,2024-01-05 02:51:33.350909+00
FKID007503,Non-corridor,pot_holes,Low,0,1,4,1,0,11,7,0,3,12.9765842,77.5798232,2024-01-05 01:37:29.950961+00,
FKID007504,Non-corridor,vehicle_breakdown,Low,0,2,4,1,0,11,14,0,3,12.9667108,77.6236468,2024-01-05 02:26:11.00585+00,
FKID007505,Non-corridor,vehicle_breakdown,Low,0,2,4,1,0,11,14,0,3,12.977485,77.590915,2024-01-05 02:55:25.756707+00,2024-01-05 03:48:34.434363+00
FKID007506,Non-corridor,vehicle_breakdown,Low,0,3,4,1,0,11,14,0,3,13.0039633,77.5712248,2024-01-05 03:08:59.144798+00,
FKID007507,Non-corridor,vehicle_breakdown,Low,0,3,4,1,0,11,14,0,3,13.0083827,77.6955951,2024-01-05 03:45:10.136434+00,
FKID004217,Non-corridor,accident,Low,0,5,4,1,0,11,2,0,1,13.2505022,77.71504,2024-01-05 05:49:31.99866+00,
FKID007508,Non-corridor,vehicle_breakdown,Low,0,5,4,1,0,11,14,0,2,12.9887168,77.5988152,2024-01-05 05:43:04.606682+00,
FKID007509,Non-corridor,others,Low,0,6,4,1,0,11,6,0,2,12.9758546,77.5746967,2024-01-05 06:19:24.789864+00,2024-01-05 08:33:35.830352+00
FKID007510,Non-corridor,vehicle_breakdown,Low,0,7,4,1,0,11,14,0,2,13.1020634,77.5863894,2024-01-05 07:33:54.288419+00,2024-01-05 07:53:02.320979+00
FKID004285,Non-corridor,construction,Low,0,8,4,1,0,11,4,0,2,13.0803462,77.4235747,2024-01-05 08:15:57.658969+00,
FKID007515,Non-corridor,accident,Low,0,9,4,1,0,11,2,0,1,13.0189053,77.572703,2024-01-05 09:34:00.752873+00,
FKID007516,Non-corridor,vehicle_breakdown,Low,0,18,4,1,0,11,14,0,0,13.0082786,77.693702,2024-01-05 18:59:51.379801+00,
FKID005652,Non-corridor,construction,Low,0,19,4,1,0,11,4,1,1,13.052805,77.6460686,2024-01-05 19:25:08.6147+00,
FKID004292,Non-corridor,vehicle_breakdown,Low,0,20,4,1,0,11,14,0,2,13.0491594,77.49642,2024-01-05 20:07:53.187103+00,
FKID004303,Non-corridor,vehicle_breakdown,Low,0,20,4,1,0,11,14,0,3,13.0527934,77.6460881,2024-01-05 20:25:38.307502+00,2024-01-05 21:52:02.531598+00
FKID004308,Non-corridor,vehicle_breakdown,Low,0,21,4,1,0,11,14,0,3,12.9689312,77.5124971,2024-01-05 21:14:21.11126+00,
FKID007523,Non-corridor,road_conditions,Low,0,22,4,1,0,11,11,1,1,12.9924176,77.7160581,2024-01-05 22:36:01.494818+00,
FKID000022,Non-corridor,pot_holes,Low,0,22,4,1,0,11,7,0,2,12.9169074,77.5950955,2024-01-05 22:36:57.627179+00,2024-03-07 19:48:05.33121+00
FKID007526,Non-corridor,vehicle_breakdown,Low,0,23,4,1,0,11,14,0,2,12.9928526,77.5712999,2024-01-05 23:55:41.880628+00,
FKID007527,Non-corridor,vehicle_breakdown,Low,0,23,4,1,0,11,14,0,3,12.9932732,77.5714333,2024-01-05 23:58:00.674494+00,2024-01-06 01:51:04.64293+00
FKID004313,Non-corridor,vehicle_breakdown,Low,0,0,5,1,1,11,14,0,4,13.0587231,77.4673853,2024-01-06 00:15:32.616035+00,
FKID004320,Non-corridor,vehicle_breakdown,Low,0,3,5,1,1,11,14,0,0,13.0482728,77.4864341,2024-01-06 03:15:20.628807+00,
FKID004324,Non-corridor,vehicle_breakdown,Low,0,5,5,1,1,11,14,0,0,13.004372,77.7111115,2024-01-06 05:31:41.983563+00,
FKID007535,Non-corridor,vehicle_breakdown,Low,0,6,5,1,1,11,14,0,1,12.9540169,77.6206055,2024-01-06 06:15:30.71997+00,
FKID007542,Non-corridor,vehicle_breakdown,Low,0,8,5,1,1,11,14,0,0,12.9730421,77.5811612,2024-01-06 08:39:20.383227+00,2024-01-06 09:01:46.016666+00
FKID007545,Non-corridor,accident,Low,0,12,5,1,1,11,2,0,0,12.9756583,77.5353891,2024-01-06 12:50:58.600929+00,
FKID007546,Non-corridor,vehicle_breakdown,Low,0,19,5,1,1,11,14,1,0,13.0083753,77.6925957,2024-01-06 19:27:23.224085+00,2024-01-06 19:57:48.097166+00
FKID004487,Non-corridor,construction,Low,0,20,5,1,1,11,4,0,1,13.0520864,77.6458472,2024-01-06 20:39:25.640733+00,2024-01-08 07:25:31.877207+00
FKID007553,Non-corridor,others,Low,0,21,5,1,1,11,6,0,2,12.9773739,77.5853664,2024-01-06 21:17:51.189343+00,2024-01-11 19:21:17.843029+00
FKID004342,Non-corridor,vehicle_breakdown,Low,0,21,5,1,1,11,14,0,2,13.0197615,77.7092792,2024-01-06 21:46:26.972564+00,2024-01-06 22:05:12.124122+00
FKID007555,Non-corridor,vehicle_breakdown,Low,0,21,5,1,1,11,14,0,3,12.9849478,77.5721899,2024-01-06 21:54:13.004477+00,
FKID007556,Non-corridor,vehicle_breakdown,Low,0,22,5,1,1,11,14,0,4,12.9114476,77.5858614,2024-01-06 22:11:27.449669+00,2024-01-07 00:03:37.153377+00
FKID004349,Non-corridor,vehicle_breakdown,Low,0,22,5,1,1,11,14,0,4,12.9658795,77.5049199,2024-01-06 22:50:31.976864+00,
FKID004365,Non-corridor,vehicle_breakdown,Low,0,23,5,1,1,11,14,0,4,13.0565701,77.4739825,2024-01-06 23:23:31.308829+00,
FKID004367,Non-corridor,vehicle_breakdown,Low,0,23,5,1,1,11,14,1,4,12.9382397,77.7467208,2024-01-06 23:44:52.295952+00,
FKID007564,Non-corridor,vehicle_breakdown,Low,0,1,6,1,1,11,14,0,1,12.9598114,77.5043572,2024-01-07 01:29:56.964936+00,2024-01-07 02:07:39.231684+00
FKID004384,Non-corridor,vehicle_breakdown,Low,0,4,6,1,1,11,14,0,0,13.0744167,77.4372867,2024-01-07 04:58:16.313593+00,
FKID007567,Non-corridor,vehicle_breakdown,Low,0,5,6,1,1,11,14,0,1,13.0566142,77.546737,2024-01-07 05:05:30.322947+00,2024-01-07 05:48:05.445613+00
FKID007568,Non-corridor,vehicle_breakdown,Low,0,6,6,1,1,11,14,0,2,12.8890533,77.56386,2024-01-07 06:39:46.872037+00,2024-01-07 07:13:38.044556+00
FKID004387,Non-corridor,vehicle_breakdown,Low,0,8,6,1,1,11,14,0,1,13.0536556,77.4854758,2024-01-07 08:23:37.320676+00,
FKID004388,Non-corridor,vehicle_breakdown,Low,0,8,6,1,1,11,14,0,2,13.0535731,77.4855326,2024-01-07 08:30:20.744366+00,
FKID004390,Non-corridor,others,Low,0,9,6,1,1,11,6,0,2,12.987525,77.475115,2024-01-07 09:36:16.165384+00,2024-01-07 10:19:28.451764+00
FKID005658,Non-corridor,others,Low,0,18,6,1,1,11,6,0,0,12.9665073,77.5127583,2024-01-07 18:41:58.138882+00,2024-01-12 20:21:55.543357+00
FKID007575,Non-corridor,procession,Low,0,18,6,1,1,11,8,0,1,12.936476,77.6064183,2024-01-07 18:39:53.309343+00,2024-01-07 19:10:16.17281+00
FKID007576,Non-corridor,vehicle_breakdown,Low,0,19,6,1,1,11,14,0,2,12.980458,77.5733294,2024-01-07 19:56:55.021155+00,
FKID007577,Non-corridor,vehicle_breakdown,Low,0,19,6,1,1,11,14,0,3,12.9805215,77.5733068,2024-01-07 20:01:02.953499+00,
